index,content,clean_emoji,language,compound,neg,neu,pos,vader_rating,keyword,extracted_phrases
255,"The video ads before the consultation really bothered the admin, please fix it. But overall this application is okay, the doctor is friendly, the customer service also fast response.Satisfied.","the video ads before the consultation really bothered the admin, please fix it. but overall this application is okay, the doctor is friendly, the customer service also fast response.satisfied.",en,0.7582,0.051,0.712,0.236,1,"[('video ads consultation', 0.6579), ('application okay doctor', 0.4566), ('admin fix overall', 0.4148), ('service fast response', 0.1599), ('friendly', 0.1392)]",admin fix overall
255,"The video ads before the consultation really bothered the admin, please fix it. But overall this application is okay, the doctor is friendly, the customer service also fast response.Satisfied.","the video ads before the consultation really bothered the admin, please fix it. but overall this application is okay, the doctor is friendly, the customer service also fast response.satisfied.",en,0.7582,0.051,0.712,0.236,1,"[('video ads consultation', 0.6579), ('application okay doctor', 0.4566), ('admin fix overall', 0.4148), ('service fast response', 0.1599), ('friendly', 0.1392)]",service fast response
255,"The video ads before the consultation really bothered the admin, please fix it. But overall this application is okay, the doctor is friendly, the customer service also fast response.Satisfied.","the video ads before the consultation really bothered the admin, please fix it. but overall this application is okay, the doctor is friendly, the customer service also fast response.satisfied.",en,0.7582,0.051,0.712,0.236,1,"[('video ads consultation', 0.6579), ('application okay doctor', 0.4566), ('admin fix overall', 0.4148), ('service fast response', 0.1599), ('friendly', 0.1392)]",friendly
256,The apps and service are good. But the sales team are not. They keep calling me to offer a product to subscribe!,the application and service are good. but the sales team are not. they keep calling me to offer a product to subscribe!,en,0.3054,0.0,0.904,0.096,1,"[('application service good', 0.6325), ('offer product subscribe', 0.5984), ('good sales team', 0.4834), ('team calling', 0.155), ('good', 0.1339)]",application service good
256,The apps and service are good. But the sales team are not. They keep calling me to offer a product to subscribe!,the application and service are good. but the sales team are not. they keep calling me to offer a product to subscribe!,en,0.3054,0.0,0.904,0.096,1,"[('application service good', 0.6325), ('offer product subscribe', 0.5984), ('good sales team', 0.4834), ('team calling', 0.155), ('good', 0.1339)]",offer product subscribe
256,The apps and service are good. But the sales team are not. They keep calling me to offer a product to subscribe!,the application and service are good. but the sales team are not. they keep calling me to offer a product to subscribe!,en,0.3054,0.0,0.904,0.096,1,"[('application service good', 0.6325), ('offer product subscribe', 0.5984), ('good sales team', 0.4834), ('team calling', 0.155), ('good', 0.1339)]",good sales team
256,The apps and service are good. But the sales team are not. They keep calling me to offer a product to subscribe!,the application and service are good. but the sales team are not. they keep calling me to offer a product to subscribe!,en,0.3054,0.0,0.904,0.096,1,"[('application service good', 0.6325), ('offer product subscribe', 0.5984), ('good sales team', 0.4834), ('team calling', 0.155), ('good', 0.1339)]",team calling
256,The apps and service are good. But the sales team are not. They keep calling me to offer a product to subscribe!,the application and service are good. but the sales team are not. they keep calling me to offer a product to subscribe!,en,0.3054,0.0,0.904,0.096,1,"[('application service good', 0.6325), ('offer product subscribe', 0.5984), ('good sales team', 0.4834), ('team calling', 0.155), ('good', 0.1339)]",good
257,"Their tele marketing calls me everyday to offer products, although rejected politely, but they keep calling me","their tele marketing calls me everyday to offer products, although rejected politely, but they keep calling me",en,-0.2846,0.118,0.882,0.0,-1,"[('tele marketing calls', 0.6769), ('rejected politely', 0.4118), ('products', 0.2467), ('everyday', 0.169), ('offer', 0.0444)]",tele marketing calls
257,"Their tele marketing calls me everyday to offer products, although rejected politely, but they keep calling me","their tele marketing calls me everyday to offer products, although rejected politely, but they keep calling me",en,-0.2846,0.118,0.882,0.0,-1,"[('tele marketing calls', 0.6769), ('rejected politely', 0.4118), ('products', 0.2467), ('everyday', 0.169), ('offer', 0.0444)]",rejected politely
257,"Their tele marketing calls me everyday to offer products, although rejected politely, but they keep calling me","their tele marketing calls me everyday to offer products, although rejected politely, but they keep calling me",en,-0.2846,0.118,0.882,0.0,-1,"[('tele marketing calls', 0.6769), ('rejected politely', 0.4118), ('products', 0.2467), ('everyday', 0.169), ('offer', 0.0444)]",products
257,"Their tele marketing calls me everyday to offer products, although rejected politely, but they keep calling me","their tele marketing calls me everyday to offer products, although rejected politely, but they keep calling me",en,-0.2846,0.118,0.882,0.0,-1,"[('tele marketing calls', 0.6769), ('rejected politely', 0.4118), ('products', 0.2467), ('everyday', 0.169), ('offer', 0.0444)]",everyday
257,"Their tele marketing calls me everyday to offer products, although rejected politely, but they keep calling me","their tele marketing calls me everyday to offer products, although rejected politely, but they keep calling me",en,-0.2846,0.118,0.882,0.0,-1,"[('tele marketing calls', 0.6769), ('rejected politely', 0.4118), ('products', 0.2467), ('everyday', 0.169), ('offer', 0.0444)]",offer
258,Nice information ☺️,nice information,en,0.7003,0.0,0.256,0.744,2,"[('nice information', 1.0), ('information', 0.5099), ('nice', 0.4365)]",nice information
258,Nice information ☺️,nice information,en,0.7003,0.0,0.256,0.744,2,"[('nice information', 1.0), ('information', 0.5099), ('nice', 0.4365)]",information
258,Nice information ☺️,nice information,en,0.7003,0.0,0.256,0.744,2,"[('nice information', 1.0), ('information', 0.5099), ('nice', 0.4365)]",nice
259,The best app,the best application,en,0.6369,0.0,0.323,0.677,2,"[('best application', 0.9659), ('application', 0.7232), ('best', 0.3464)]",best application
259,The best app,the best application,en,0.6369,0.0,0.323,0.677,2,"[('best application', 0.9659), ('application', 0.7232), ('best', 0.3464)]",application
259,The best app,the best application,en,0.6369,0.0,0.323,0.677,2,"[('best application', 0.9659), ('application', 0.7232), ('best', 0.3464)]",best
260,Amazing app for consulting doctors!,amazing application for consulting doctors!,en,0.6239,0.0,0.494,0.506,2,"[('application consulting doctors', 0.8196), ('amazing application consulting', 0.8063), ('amazing application', 0.609), ('doctors', 0.4336), ('amazing', 0.2565)]",application consulting doctors
260,Amazing app for consulting doctors!,amazing application for consulting doctors!,en,0.6239,0.0,0.494,0.506,2,"[('application consulting doctors', 0.8196), ('amazing application consulting', 0.8063), ('amazing application', 0.609), ('doctors', 0.4336), ('amazing', 0.2565)]",amazing application consulting
260,Amazing app for consulting doctors!,amazing application for consulting doctors!,en,0.6239,0.0,0.494,0.506,2,"[('application consulting doctors', 0.8196), ('amazing application consulting', 0.8063), ('amazing application', 0.609), ('doctors', 0.4336), ('amazing', 0.2565)]",amazing application
260,Amazing app for consulting doctors!,amazing application for consulting doctors!,en,0.6239,0.0,0.494,0.506,2,"[('application consulting doctors', 0.8196), ('amazing application consulting', 0.8063), ('amazing application', 0.609), ('doctors', 0.4336), ('amazing', 0.2565)]",doctors
260,Amazing app for consulting doctors!,amazing application for consulting doctors!,en,0.6239,0.0,0.494,0.506,2,"[('application consulting doctors', 0.8196), ('amazing application consulting', 0.8063), ('amazing application', 0.609), ('doctors', 0.4336), ('amazing', 0.2565)]",amazing
261,Easy To Use. Butttt.. Drug Delivery Take Time,easy to use. butttt.. drug delivery take time,en,0.4404,0.0,0.707,0.293,1,"[('butttt drug delivery', 0.7661), ('drug delivery time', 0.6464), ('easy use', 0.4843), ('drug', 0.3967), ('time', 0.1749)]",butttt drug delivery
261,Easy To Use. Butttt.. Drug Delivery Take Time,easy to use. butttt.. drug delivery take time,en,0.4404,0.0,0.707,0.293,1,"[('butttt drug delivery', 0.7661), ('drug delivery time', 0.6464), ('easy use', 0.4843), ('drug', 0.3967), ('time', 0.1749)]",drug delivery time
261,Easy To Use. Butttt.. Drug Delivery Take Time,easy to use. butttt.. drug delivery take time,en,0.4404,0.0,0.707,0.293,1,"[('butttt drug delivery', 0.7661), ('drug delivery time', 0.6464), ('easy use', 0.4843), ('drug', 0.3967), ('time', 0.1749)]",easy use
261,Easy To Use. Butttt.. Drug Delivery Take Time,easy to use. butttt.. drug delivery take time,en,0.4404,0.0,0.707,0.293,1,"[('butttt drug delivery', 0.7661), ('drug delivery time', 0.6464), ('easy use', 0.4843), ('drug', 0.3967), ('time', 0.1749)]",drug
261,Easy To Use. Butttt.. Drug Delivery Take Time,easy to use. butttt.. drug delivery take time,en,0.4404,0.0,0.707,0.293,1,"[('butttt drug delivery', 0.7661), ('drug delivery time', 0.6464), ('easy use', 0.4843), ('drug', 0.3967), ('time', 0.1749)]",time
262,very helpful. thankyou alodokter,very helpful. thankyou alodokter,en,0.4754,0.0,0.492,0.508,2,"[('helpful thankyou alodokter', 0.8957), ('helpful thankyou', 0.7403), ('helpful', 0.5271), ('thankyou', 0.3837), ('alodokter', 0.3385)]",helpful thankyou alodokter
262,very helpful. thankyou alodokter,very helpful. thankyou alodokter,en,0.4754,0.0,0.492,0.508,2,"[('helpful thankyou alodokter', 0.8957), ('helpful thankyou', 0.7403), ('helpful', 0.5271), ('thankyou', 0.3837), ('alodokter', 0.3385)]",helpful thankyou
262,very helpful. thankyou alodokter,very helpful. thankyou alodokter,en,0.4754,0.0,0.492,0.508,2,"[('helpful thankyou alodokter', 0.8957), ('helpful thankyou', 0.7403), ('helpful', 0.5271), ('thankyou', 0.3837), ('alodokter', 0.3385)]",helpful
262,very helpful. thankyou alodokter,very helpful. thankyou alodokter,en,0.4754,0.0,0.492,0.508,2,"[('helpful thankyou alodokter', 0.8957), ('helpful thankyou', 0.7403), ('helpful', 0.5271), ('thankyou', 0.3837), ('alodokter', 0.3385)]",thankyou
262,very helpful. thankyou alodokter,very helpful. thankyou alodokter,en,0.4754,0.0,0.492,0.508,2,"[('helpful thankyou alodokter', 0.8957), ('helpful thankyou', 0.7403), ('helpful', 0.5271), ('thankyou', 0.3837), ('alodokter', 0.3385)]",alodokter
263,"This application makes me pay, even though I have not used the facilities (chat).","this application makes me pay, even though i have not used the facilities (chat).",en,-0.1027,0.097,0.903,0.0,-1,"[('used facilities chat', 0.6087), ('application makes pay', 0.568), ('application', 0.4222), ('used', 0.1615), ('makes', 0.0295)]",used facilities chat
263,"This application makes me pay, even though I have not used the facilities (chat).","this application makes me pay, even though i have not used the facilities (chat).",en,-0.1027,0.097,0.903,0.0,-1,"[('used facilities chat', 0.6087), ('application makes pay', 0.568), ('application', 0.4222), ('used', 0.1615), ('makes', 0.0295)]",application makes pay
263,"This application makes me pay, even though I have not used the facilities (chat).","this application makes me pay, even though i have not used the facilities (chat).",en,-0.1027,0.097,0.903,0.0,-1,"[('used facilities chat', 0.6087), ('application makes pay', 0.568), ('application', 0.4222), ('used', 0.1615), ('makes', 0.0295)]",application
263,"This application makes me pay, even though I have not used the facilities (chat).","this application makes me pay, even though i have not used the facilities (chat).",en,-0.1027,0.097,0.903,0.0,-1,"[('used facilities chat', 0.6087), ('application makes pay', 0.568), ('application', 0.4222), ('used', 0.1615), ('makes', 0.0295)]",used
263,"This application makes me pay, even though I have not used the facilities (chat).","this application makes me pay, even though i have not used the facilities (chat).",en,-0.1027,0.097,0.903,0.0,-1,"[('used facilities chat', 0.6087), ('application makes pay', 0.568), ('application', 0.4222), ('used', 0.1615), ('makes', 0.0295)]",makes
264,"this application simple yet effective, customer service very response to solve my problems. the doctor is very friendly to answer my gerd problem. Will be use it next week to book a doctor also","this application simple yet effective, customer service very response to solve my problems. the doctor is very friendly to answer my gerd problem. will be use it next week to book a doctor also",en,0.5034,0.125,0.674,0.201,1,"[('gerd problem use', 0.6615), ('application simple effective', 0.3907), ('doctor friendly', 0.3046), ('customer service response', 0.2211), ('week', 0.0553)]",gerd problem use
264,"this application simple yet effective, customer service very response to solve my problems. the doctor is very friendly to answer my gerd problem. Will be use it next week to book a doctor also","this application simple yet effective, customer service very response to solve my problems. the doctor is very friendly to answer my gerd problem. will be use it next week to book a doctor also",en,0.5034,0.125,0.674,0.201,1,"[('gerd problem use', 0.6615), ('application simple effective', 0.3907), ('doctor friendly', 0.3046), ('customer service response', 0.2211), ('week', 0.0553)]",application simple effective
264,"this application simple yet effective, customer service very response to solve my problems. the doctor is very friendly to answer my gerd problem. Will be use it next week to book a doctor also","this application simple yet effective, customer service very response to solve my problems. the doctor is very friendly to answer my gerd problem. will be use it next week to book a doctor also",en,0.5034,0.125,0.674,0.201,1,"[('gerd problem use', 0.6615), ('application simple effective', 0.3907), ('doctor friendly', 0.3046), ('customer service response', 0.2211), ('week', 0.0553)]",doctor friendly
264,"this application simple yet effective, customer service very response to solve my problems. the doctor is very friendly to answer my gerd problem. Will be use it next week to book a doctor also","this application simple yet effective, customer service very response to solve my problems. the doctor is very friendly to answer my gerd problem. will be use it next week to book a doctor also",en,0.5034,0.125,0.674,0.201,1,"[('gerd problem use', 0.6615), ('application simple effective', 0.3907), ('doctor friendly', 0.3046), ('customer service response', 0.2211), ('week', 0.0553)]",customer service response
264,"this application simple yet effective, customer service very response to solve my problems. the doctor is very friendly to answer my gerd problem. Will be use it next week to book a doctor also","this application simple yet effective, customer service very response to solve my problems. the doctor is very friendly to answer my gerd problem. will be use it next week to book a doctor also",en,0.5034,0.125,0.674,0.201,1,"[('gerd problem use', 0.6615), ('application simple effective', 0.3907), ('doctor friendly', 0.3046), ('customer service response', 0.2211), ('week', 0.0553)]",week
265,"Bad application ever, you chat n konsul then immediately cust service will call you for monthly payment member card and really annoying, please be carefully four your privacy","bad application ever, you chat n konsul then immediately cust service will call you for monthly payment member card and really annoying, please be carefully four your privacy",en,-0.5291,0.188,0.694,0.118,-1,"[('application chat konsul', 0.6036), ('monthly payment member', 0.4613), ('immediately cust service', 0.4171), ('annoying carefully privacy', 0.2602), ('bad', 0.1739)]",application chat konsul
265,"Bad application ever, you chat n konsul then immediately cust service will call you for monthly payment member card and really annoying, please be carefully four your privacy","bad application ever, you chat n konsul then immediately cust service will call you for monthly payment member card and really annoying, please be carefully four your privacy",en,-0.5291,0.188,0.694,0.118,-1,"[('application chat konsul', 0.6036), ('monthly payment member', 0.4613), ('immediately cust service', 0.4171), ('annoying carefully privacy', 0.2602), ('bad', 0.1739)]",monthly payment member
265,"Bad application ever, you chat n konsul then immediately cust service will call you for monthly payment member card and really annoying, please be carefully four your privacy","bad application ever, you chat n konsul then immediately cust service will call you for monthly payment member card and really annoying, please be carefully four your privacy",en,-0.5291,0.188,0.694,0.118,-1,"[('application chat konsul', 0.6036), ('monthly payment member', 0.4613), ('immediately cust service', 0.4171), ('annoying carefully privacy', 0.2602), ('bad', 0.1739)]",immediately cust service
265,"Bad application ever, you chat n konsul then immediately cust service will call you for monthly payment member card and really annoying, please be carefully four your privacy","bad application ever, you chat n konsul then immediately cust service will call you for monthly payment member card and really annoying, please be carefully four your privacy",en,-0.5291,0.188,0.694,0.118,-1,"[('application chat konsul', 0.6036), ('monthly payment member', 0.4613), ('immediately cust service', 0.4171), ('annoying carefully privacy', 0.2602), ('bad', 0.1739)]",annoying carefully privacy
265,"Bad application ever, you chat n konsul then immediately cust service will call you for monthly payment member card and really annoying, please be carefully four your privacy","bad application ever, you chat n konsul then immediately cust service will call you for monthly payment member card and really annoying, please be carefully four your privacy",en,-0.5291,0.188,0.694,0.118,-1,"[('application chat konsul', 0.6036), ('monthly payment member', 0.4613), ('immediately cust service', 0.4171), ('annoying carefully privacy', 0.2602), ('bad', 0.1739)]",bad
266,"this app is so usefull, I love to using it","this application is so usefull, i love to using it",en,0.6666,0.0,0.668,0.332,1,"[('application usefull', 0.6746), ('usefull', 0.4606), ('usefull love using', 0.4434), ('using', 0.4308), ('love', 0.1578)]",application usefull
266,"this app is so usefull, I love to using it","this application is so usefull, i love to using it",en,0.6666,0.0,0.668,0.332,1,"[('application usefull', 0.6746), ('usefull', 0.4606), ('usefull love using', 0.4434), ('using', 0.4308), ('love', 0.1578)]",usefull
266,"this app is so usefull, I love to using it","this application is so usefull, i love to using it",en,0.6666,0.0,0.668,0.332,1,"[('application usefull', 0.6746), ('usefull', 0.4606), ('usefull love using', 0.4434), ('using', 0.4308), ('love', 0.1578)]",usefull love using
266,"this app is so usefull, I love to using it","this application is so usefull, i love to using it",en,0.6666,0.0,0.668,0.332,1,"[('application usefull', 0.6746), ('usefull', 0.4606), ('usefull love using', 0.4434), ('using', 0.4308), ('love', 0.1578)]",using
266,"this app is so usefull, I love to using it","this application is so usefull, i love to using it",en,0.6666,0.0,0.668,0.332,1,"[('application usefull', 0.6746), ('usefull', 0.4606), ('usefull love using', 0.4434), ('using', 0.4308), ('love', 0.1578)]",love
267,"This app is work perfectly without any problems. Last week, I was using this telemedicine. The doctor is fast response and clear to my ilness. It really helps me a lot. Superb.","this application is work perfectly without any problems. last week, i was using this telemedicine. the doctor is fast response and clear to my ilness. it really helps me a lot. superb.",en,0.9437,0.0,0.627,0.373,1,"[('using telemedicine doctor', 0.593), ('application work perfectly', 0.442), ('response clear ilness', 0.4266), ('really helps lot', 0.2016), ('week', -0.014)]",using telemedicine doctor
267,"This app is work perfectly without any problems. Last week, I was using this telemedicine. The doctor is fast response and clear to my ilness. It really helps me a lot. Superb.","this application is work perfectly without any problems. last week, i was using this telemedicine. the doctor is fast response and clear to my ilness. it really helps me a lot. superb.",en,0.9437,0.0,0.627,0.373,1,"[('using telemedicine doctor', 0.593), ('application work perfectly', 0.442), ('response clear ilness', 0.4266), ('really helps lot', 0.2016), ('week', -0.014)]",application work perfectly
267,"This app is work perfectly without any problems. Last week, I was using this telemedicine. The doctor is fast response and clear to my ilness. It really helps me a lot. Superb.","this application is work perfectly without any problems. last week, i was using this telemedicine. the doctor is fast response and clear to my ilness. it really helps me a lot. superb.",en,0.9437,0.0,0.627,0.373,1,"[('using telemedicine doctor', 0.593), ('application work perfectly', 0.442), ('response clear ilness', 0.4266), ('really helps lot', 0.2016), ('week', -0.014)]",response clear ilness
267,"This app is work perfectly without any problems. Last week, I was using this telemedicine. The doctor is fast response and clear to my ilness. It really helps me a lot. Superb.","this application is work perfectly without any problems. last week, i was using this telemedicine. the doctor is fast response and clear to my ilness. it really helps me a lot. superb.",en,0.9437,0.0,0.627,0.373,1,"[('using telemedicine doctor', 0.593), ('application work perfectly', 0.442), ('response clear ilness', 0.4266), ('really helps lot', 0.2016), ('week', -0.014)]",really helps lot
268,"In Jul 24th, this telemedicine helps me to chat with doctor without worried to get infected by Covid-19. The answer from the doctor is very clear to my problem and fast response too. The app system also works flawlessly without facing any bugs. Thanks alodokter.","in jul 24th, this telemedicine helps me to chat with doctor without worried to get infected by covid-19. the answer from the doctor is very clear to my problem and fast response too. the application system also works flawlessly without facing any bugs. thanks alodokter.",en,0.6347,0.105,0.679,0.216,1,"[('infected covid 19', 0.6793), ('telemedicine helps chat', 0.5122), ('application works flawlessly', 0.3623), ('jul 24th', 0.0935), ('thanks alodokter', 0.0774)]",infected covid 19
268,"In Jul 24th, this telemedicine helps me to chat with doctor without worried to get infected by Covid-19. The answer from the doctor is very clear to my problem and fast response too. The app system also works flawlessly without facing any bugs. Thanks alodokter.","in jul 24th, this telemedicine helps me to chat with doctor without worried to get infected by covid-19. the answer from the doctor is very clear to my problem and fast response too. the application system also works flawlessly without facing any bugs. thanks alodokter.",en,0.6347,0.105,0.679,0.216,1,"[('infected covid 19', 0.6793), ('telemedicine helps chat', 0.5122), ('application works flawlessly', 0.3623), ('jul 24th', 0.0935), ('thanks alodokter', 0.0774)]",telemedicine helps chat
268,"In Jul 24th, this telemedicine helps me to chat with doctor without worried to get infected by Covid-19. The answer from the doctor is very clear to my problem and fast response too. The app system also works flawlessly without facing any bugs. Thanks alodokter.","in jul 24th, this telemedicine helps me to chat with doctor without worried to get infected by covid-19. the answer from the doctor is very clear to my problem and fast response too. the application system also works flawlessly without facing any bugs. thanks alodokter.",en,0.6347,0.105,0.679,0.216,1,"[('infected covid 19', 0.6793), ('telemedicine helps chat', 0.5122), ('application works flawlessly', 0.3623), ('jul 24th', 0.0935), ('thanks alodokter', 0.0774)]",application works flawlessly
268,"In Jul 24th, this telemedicine helps me to chat with doctor without worried to get infected by Covid-19. The answer from the doctor is very clear to my problem and fast response too. The app system also works flawlessly without facing any bugs. Thanks alodokter.","in jul 24th, this telemedicine helps me to chat with doctor without worried to get infected by covid-19. the answer from the doctor is very clear to my problem and fast response too. the application system also works flawlessly without facing any bugs. thanks alodokter.",en,0.6347,0.105,0.679,0.216,1,"[('infected covid 19', 0.6793), ('telemedicine helps chat', 0.5122), ('application works flawlessly', 0.3623), ('jul 24th', 0.0935), ('thanks alodokter', 0.0774)]",jul 24th
268,"In Jul 24th, this telemedicine helps me to chat with doctor without worried to get infected by Covid-19. The answer from the doctor is very clear to my problem and fast response too. The app system also works flawlessly without facing any bugs. Thanks alodokter.","in jul 24th, this telemedicine helps me to chat with doctor without worried to get infected by covid-19. the answer from the doctor is very clear to my problem and fast response too. the application system also works flawlessly without facing any bugs. thanks alodokter.",en,0.6347,0.105,0.679,0.216,1,"[('infected covid 19', 0.6793), ('telemedicine helps chat', 0.5122), ('application works flawlessly', 0.3623), ('jul 24th', 0.0935), ('thanks alodokter', 0.0774)]",thanks alodokter
269,Very help full and informatif,very help full and informatif,en,0.4576,0.0,0.572,0.428,1,"[('help informatif', 0.7512), ('informatif', 0.608), ('help', 0.2978)]",help informatif
269,Very help full and informatif,very help full and informatif,en,0.4576,0.0,0.572,0.428,1,"[('help informatif', 0.7512), ('informatif', 0.608), ('help', 0.2978)]",informatif
269,Very help full and informatif,very help full and informatif,en,0.4576,0.0,0.572,0.428,1,"[('help informatif', 0.7512), ('informatif', 0.608), ('help', 0.2978)]",help
270,Fast Response..friendly doctors,fast response..friendly doctors,en,0.0,0.0,1.0,0.0,0,"[('response friendly doctors', 0.791), ('fast response friendly', 0.5834), ('doctors', 0.5272), ('friendly', 0.3948), ('fast', 0.3675)]",response friendly doctors
270,Fast Response..friendly doctors,fast response..friendly doctors,en,0.0,0.0,1.0,0.0,0,"[('response friendly doctors', 0.791), ('fast response friendly', 0.5834), ('doctors', 0.5272), ('friendly', 0.3948), ('fast', 0.3675)]",fast response friendly
270,Fast Response..friendly doctors,fast response..friendly doctors,en,0.0,0.0,1.0,0.0,0,"[('response friendly doctors', 0.791), ('fast response friendly', 0.5834), ('doctors', 0.5272), ('friendly', 0.3948), ('fast', 0.3675)]",doctors
270,Fast Response..friendly doctors,fast response..friendly doctors,en,0.0,0.0,1.0,0.0,0,"[('response friendly doctors', 0.791), ('fast response friendly', 0.5834), ('doctors', 0.5272), ('friendly', 0.3948), ('fast', 0.3675)]",friendly
270,Fast Response..friendly doctors,fast response..friendly doctors,en,0.0,0.0,1.0,0.0,0,"[('response friendly doctors', 0.791), ('fast response friendly', 0.5834), ('doctors', 0.5272), ('friendly', 0.3948), ('fast', 0.3675)]",fast
271,Don't install this app!!! This app doesn't keep data confidential My personal information is known to strangers & used improperly,do not install this application!!! this application does not keep data confidential my personal information is known to strangers & used improperly,en,0.0,0.0,1.0,0.0,0,"[('data confidential personal', 0.6119), ('application does data', 0.5035), ('install application application', 0.4471), ('known strangers used', 0.2262), ('does', 0.0724)]",data confidential personal
271,Don't install this app!!! This app doesn't keep data confidential My personal information is known to strangers & used improperly,do not install this application!!! this application does not keep data confidential my personal information is known to strangers & used improperly,en,0.0,0.0,1.0,0.0,0,"[('data confidential personal', 0.6119), ('application does data', 0.5035), ('install application application', 0.4471), ('known strangers used', 0.2262), ('does', 0.0724)]",application does data
271,Don't install this app!!! This app doesn't keep data confidential My personal information is known to strangers & used improperly,do not install this application!!! this application does not keep data confidential my personal information is known to strangers & used improperly,en,0.0,0.0,1.0,0.0,0,"[('data confidential personal', 0.6119), ('application does data', 0.5035), ('install application application', 0.4471), ('known strangers used', 0.2262), ('does', 0.0724)]",install application application
271,Don't install this app!!! This app doesn't keep data confidential My personal information is known to strangers & used improperly,do not install this application!!! this application does not keep data confidential my personal information is known to strangers & used improperly,en,0.0,0.0,1.0,0.0,0,"[('data confidential personal', 0.6119), ('application does data', 0.5035), ('install application application', 0.4471), ('known strangers used', 0.2262), ('does', 0.0724)]",known strangers used
271,Don't install this app!!! This app doesn't keep data confidential My personal information is known to strangers & used improperly,do not install this application!!! this application does not keep data confidential my personal information is known to strangers & used improperly,en,0.0,0.0,1.0,0.0,0,"[('data confidential personal', 0.6119), ('application does data', 0.5035), ('install application application', 0.4471), ('known strangers used', 0.2262), ('does', 0.0724)]",does
272,Easy to use. So far it's good for the consultation,easy to use. so far it is good for the consultation,en,0.7239,0.0,0.569,0.431,1,"[('easy use', 0.6008), ('far good consultation', 0.5843), ('use far good', 0.3934), ('good', 0.1214), ('far', 0.058)]",easy use
272,Easy to use. So far it's good for the consultation,easy to use. so far it is good for the consultation,en,0.7239,0.0,0.569,0.431,1,"[('easy use', 0.6008), ('far good consultation', 0.5843), ('use far good', 0.3934), ('good', 0.1214), ('far', 0.058)]",far good consultation
272,Easy to use. So far it's good for the consultation,easy to use. so far it is good for the consultation,en,0.7239,0.0,0.569,0.431,1,"[('easy use', 0.6008), ('far good consultation', 0.5843), ('use far good', 0.3934), ('good', 0.1214), ('far', 0.058)]",use far good
272,Easy to use. So far it's good for the consultation,easy to use. so far it is good for the consultation,en,0.7239,0.0,0.569,0.431,1,"[('easy use', 0.6008), ('far good consultation', 0.5843), ('use far good', 0.3934), ('good', 0.1214), ('far', 0.058)]",good
272,Easy to use. So far it's good for the consultation,easy to use. so far it is good for the consultation,en,0.7239,0.0,0.569,0.431,1,"[('easy use', 0.6008), ('far good consultation', 0.5843), ('use far good', 0.3934), ('good', 0.1214), ('far', 0.058)]",far
273,It takes too long. I've paid for chat to doctor for an hour. But the doctor didnt replied my question. How can i get my mone back? In order to use to talk with another doctor. How can I wait just for checking whether he/she already replied my message?,it takes too long. i have paid for chat to doctor for an hour. but the doctor did not replied my question. how can i get my mone back? in order to use to talk with another doctor. how can i wait just for checking whether he/she already replied my message?,en,0.0,0.0,1.0,0.0,0,"[('paid chat doctor', 0.5655), ('checking replied message', 0.4594), ('doctor wait just', 0.4318), ('takes long', 0.276), ('mone order use', 0.2445)]",paid chat doctor
273,It takes too long. I've paid for chat to doctor for an hour. But the doctor didnt replied my question. How can i get my mone back? In order to use to talk with another doctor. How can I wait just for checking whether he/she already replied my message?,it takes too long. i have paid for chat to doctor for an hour. but the doctor did not replied my question. how can i get my mone back? in order to use to talk with another doctor. how can i wait just for checking whether he/she already replied my message?,en,0.0,0.0,1.0,0.0,0,"[('paid chat doctor', 0.5655), ('checking replied message', 0.4594), ('doctor wait just', 0.4318), ('takes long', 0.276), ('mone order use', 0.2445)]",checking replied message
273,It takes too long. I've paid for chat to doctor for an hour. But the doctor didnt replied my question. How can i get my mone back? In order to use to talk with another doctor. How can I wait just for checking whether he/she already replied my message?,it takes too long. i have paid for chat to doctor for an hour. but the doctor did not replied my question. how can i get my mone back? in order to use to talk with another doctor. how can i wait just for checking whether he/she already replied my message?,en,0.0,0.0,1.0,0.0,0,"[('paid chat doctor', 0.5655), ('checking replied message', 0.4594), ('doctor wait just', 0.4318), ('takes long', 0.276), ('mone order use', 0.2445)]",doctor wait just
273,It takes too long. I've paid for chat to doctor for an hour. But the doctor didnt replied my question. How can i get my mone back? In order to use to talk with another doctor. How can I wait just for checking whether he/she already replied my message?,it takes too long. i have paid for chat to doctor for an hour. but the doctor did not replied my question. how can i get my mone back? in order to use to talk with another doctor. how can i wait just for checking whether he/she already replied my message?,en,0.0,0.0,1.0,0.0,0,"[('paid chat doctor', 0.5655), ('checking replied message', 0.4594), ('doctor wait just', 0.4318), ('takes long', 0.276), ('mone order use', 0.2445)]",takes long
273,It takes too long. I've paid for chat to doctor for an hour. But the doctor didnt replied my question. How can i get my mone back? In order to use to talk with another doctor. How can I wait just for checking whether he/she already replied my message?,it takes too long. i have paid for chat to doctor for an hour. but the doctor did not replied my question. how can i get my mone back? in order to use to talk with another doctor. how can i wait just for checking whether he/she already replied my message?,en,0.0,0.0,1.0,0.0,0,"[('paid chat doctor', 0.5655), ('checking replied message', 0.4594), ('doctor wait just', 0.4318), ('takes long', 0.276), ('mone order use', 0.2445)]",mone order use
